"","TCGA-02-0055","TCGA-04-1332"
"AC026765.2",0,0.24
"AC026765.3",0.13,0.09
"AC026765.4",0,0.23
"AC026770.1",0.18,0
"AC026771.1",0,1.21
"AC026774.1",0.15,0.42
"AC026774.2",0.1,0
"AC026780.1",0.08,0
"AC026780.2",0,0
"AC026782.1",0,0.23
"AC026782.2",0.16,0.17
"AC026784.1",0,0
"AC026785.1",0,0
"AC026785.2",0,0
"AC026785.3",0,0.23
"AC026786.1",0,0
"AC026786.2",0,0.67
"AC026787.1",0,0
"AC026790.1",0.24,0
"AC026797.1",0,0
"AC026798.1",0.84,0.4
"AC026801.1",0.24,0.24
"AC026801.2",1.66,1.8
"AC026803.1",1.08,2.68
"AC026803.2",0.72,1.31
"AC026803.3",0.61,1.38
"AC026826.1",0.28,0.28
"AC026826.2",0,0
"AC026826.3",0,0
"AC026884.1",0,0
"AC026887.1",0,0
"AC026888.1",0,0
"AC026894.1",0,1.94
"AC026898.1",0,0
"AC026904.1",0.25,0.25
"AC026904.2",0.66,0.26
"AC026950.2",0,0
"AC026951.1",0,0.72
"AC026954.1",0.08,0.08
"AC026954.2",0,0
"AC026954.3",0,0
"AC026956.1",0,0
"AC026956.2",1.89,0.1
"AC026979.1",0.34,0.18
"AC026979.2",4.74,2.72
"AC026979.3",1.53,1.29
"AC026979.4",0.72,0.4
"AC026991.1",0,0
"AC026991.2",0,0
"AC026992.1",0,0.23
"AC026992.2",0,0.21
"AC027013.1",0,0.33
"AC027018.1",0,2.14
"AC027020.1",0,0.17
"AC027020.2",0.63,0.22
"AC027031.1",0.21,0
"AC027031.2",6.23,4.85
"AC027045.1",0,0
"AC027045.2",0,0
"AC027045.3",0.15,0
"AC027088.1",0,0
"AC027088.2",0,0
"AC027088.3",0,0
"AC027088.4",0,0.06
"AC027088.5",0,0
"AC027097.1",1.41,1.65
"AC027097.2",1.87,1.4
"AC027104.1",0.42,0.75
"AC027117.1",0.29,0.52
"AC027117.2",0.2,0.38
"AC027119.1",0,0
"AC027124.1",0,0
"AC027124.2",0,0
"AC027128.1",0.07,1.15
"AC027129.1",0,0.47
"AC027130.1",0,0.21
"AC027139.1",0,0.11
"AC027176.1",0,0
"AC027176.2",0.39,0.87
"AC027176.3",0,0.18
"AC027216.1",0,0
"AC027228.1",0,0.97
"AC027228.2",0.58,0.37
"AC027228.3",0.31,0.17
"AC027229.1",0.38,0.39
"AC027237.1",0,0.78
"AC027237.2",0.48,0.26
"AC027237.3",1.3,1.53
"AC027237.4",0.91,1.3
"AC027243.1",0.27,0
"AC027243.2",0.14,0
"AC027243.3",0,0.64
"AC027250.1",0,0.22
"AC027250.2",0.1,1.15
"AC027251.1",0.06,0.04
"AC027271.1",0.81,0.17
"AC027277.1",0,0
"AC027277.2",0.23,0.78
"AC027279.1",0.26,1.1
"AC027279.2",0,0.58
"AC027279.3",0,0
"AC027279.4",0.05,0.78
"AC027281.1",0.15,0.99
"AC027287.1",0,0
"AC027287.2",0.18,0
"AC027288.1",0,1.23
"AC027288.2",0.39,3.12
"AC027288.3",0.86,2.16
"AC027290.1",0,0
"AC027290.2",0.22,1.25
"AC027307.1",0.74,0
"AC027307.2",4.29,3.55
"AC027307.3",1.03,0.99
"AC027308.1",0,1.27
"AC027309.1",0,0.2
"AC027309.2",5.89,4.51
"AC027309.3",0,0
"AC027313.1",0.13,0
"AC027315.1",0,0
"AC027319.1",0,0
"AC027329.1",0,0.03
"AC027334.1",0,0
"AC027335.1",0,0.19
"AC027335.2",0,0
"AC027338.1",0,0.36
"AC027338.2",0.2,0.53
"AC027343.1",0,0
"AC027343.2",0,0
"AC027343.3",0,0
"AC027345.1",0,0
"AC027348.1",0.58,2.6
"AC027348.2",0,1.14
"AC027369.1",0,0
"AC027369.2",0,0
"AC027369.3",0,0
"AC027369.4",0,0
"AC027369.5",0.27,0
"AC027369.6",0,0
"AC027373.1",0.74,0.91
"AC027419.1",0,0
"AC027419.2",0,0
"AC027449.1",0.25,3.52
"AC027451.1",0,0
"AC027455.1",0,0.61
"AC027458.1",0.17,0
"AC027506.1",0,0
"AC027514.1",0.07,0.37
"AC027514.2",0.31,0.17
"AC027541.1",0,0
"AC027544.1",0,0.24
"AC027544.2",0.17,0.58
"AC027544.3",0,0
"AC027559.1",2.61,1.24
"AC027575.1",0,0.59
"AC027575.2",2.44,2.77
"AC027584.1",0.07,0
"AC027601.1",0.18,0.5
"AC027601.2",0,1.4
"AC027601.3",0,0
"AC027601.4",0,0.73
"AC027601.5",0.6,0.38
"AC027607.1",0.89,0.91
"AC027612.1",0.09,0.09
"AC027612.2",0,0
"AC027612.3",0,0
"AC027613.1",0,0.05
"AC027627.1",0,0.14
"AC027644.1",1.34,1.85
"AC027644.2",1.19,1.39
"AC027644.3",0.35,0.88
"AC027644.4",0.03,0.03
"AC027667.1",0.81,0.6
"AC027673.1",0,0
"AC027682.1",0.95,1.25
"AC027682.2",0,0
"AC027682.3",0,0
"AC027682.4",0.4,1.04
"AC027682.5",0,0.37
"AC027682.6",2.29,1.68
"AC027682.7",0.28,0.7
"AC027688.1",0,0
"AC027688.2",0,0
"AC027698.1",0,0.9
"AC027702.1",1,1.07
"AC027763.1",0.15,0.62
"AC027763.2",0,1.01
"AC027779.1",0,0
"AC027796.1",0.38,1.04
"AC027796.2",0.74,1.37
"AC027796.3",0,0.09
"AC027796.4",1.15,2.74
"AC027796.5",0.35,0.87
"AC027801.1",0.91,0.67
"AC027801.2",0.06,0.28
"AC027801.3",0.73,0
"AC027801.4",0.47,0
"AC027801.5",0,0.64
"AC027804.1",0,0
"AC027807.1",0,0.11
"AC027807.2",1.09,0.65
"AC027808.1",0,0
"AC027808.2",0.14,1.1
"AC027811.1",0.03,0.26
"AC032011.1",0.58,0.49
"AC032019.1",0,0.54
"AC032019.2",0,0
"AC032044.1",0.73,2.2
"AC032044.2",0.5,2.69
"AC034102.1",3.39,2.2
"AC034102.2",0,0
"AC034102.3",0.82,0.6
"AC034102.4",0,0
"AC034102.5",0.36,0.66
"AC034102.6",0.31,1.29
"AC034102.7",0,0.41
"AC034102.8",0.21,0.85
"AC034105.1",0,0
"AC034105.2",0,0
"AC034105.3",0.43,0.43
"AC034105.4",0,0
"AC034105.5",0,0
"AC034110.1",0,0
"AC034111.1",0.03,0
"AC034111.2",0.04,0
"AC034114.1",0,0
"AC034114.2",0.1,0.61
"AC034139.1",0.89,0.27
"AC034148.1",0,0
"AC034154.1",0,0.38
"AC034159.1",0,0
"AC034159.2",0,0.43
"AC034186.1",0,0
"AC034186.2",0,0
"AC034187.1",0,0
"AC034193.1",0,0
"AC034195.1",0.16,0.16
"AC034198.1",0,0
"AC034198.2",0.93,0.82
"AC034199.1",0.34,0.05
"AC034199.2",0,0.1
"AC034205.1",0,0
"AC034205.2",0,0
"AC034205.3",0,0
"AC034206.1",0,0
"AC034207.1",0.98,0.5
"AC034213.1",0.39,0
"AC034216.1",0,0
"AC034222.1",0,0
"AC034222.2",0,0
"AC034223.1",0,0.06
"AC034223.2",0.24,0.24
"AC034226.1",0,0
"AC034228.1",0,0
"AC034228.2",0,0
"AC034228.3",0,0
"AC034229.1",0,0
"AC034229.2",0,0
"AC034229.3",0,0
"AC034229.4",0.23,1.16
"AC034229.5",0,0
"AC034229.6",0,0
"AC034231.1",2.36,1.67
"AC034232.1",0,0
"AC034234.1",0,0.72
"AC034236.1",6.16,7.24
"AC034236.2",1.83,1.55
"AC034236.3",0.41,0
"AC034238.1",0,0.03
"AC034238.2",0,0
"AC034238.3",0,0
"AC034243.1",0.61,1.37
"AC034244.1",0,0
"AC034244.2",0.12,0
"AC034245.1",0,0
"AC034268.1",0,0
"AC034268.2",0,0
"AC035139.1",0,0
"AC035139.2",0.07,0
"AC035140.1",0,0.21
"AC036101.1",0.17,0
"AC036103.1",0.39,0.39
"AC036108.1",0.93,0.48
"AC036108.2",0.04,0.04
"AC036108.3",1.36,0.58
"AC036111.1",0,0
"AC036111.2",0,0
"AC036111.3",0,0
"AC036164.1",1.38,2.62
"AC036176.1",3.89,3.58
"AC036176.2",0,0.42
"AC036176.3",0,0
"AC036214.1",0.87,0.43
"AC036214.2",1.97,1.07
"AC036214.3",0,0
"AC036214.4",0.62,0.58
"AC036222.1",0,0
"AC036222.2",0,0.95
"AC037193.1",0,0.78
"AC037198.1",3.53,2.73
"AC037198.2",0,0
"AC037433.1",0,0
"AC037441.1",0.08,0
"AC037441.2",0,0
"AC037450.1",0,0
"AC037459.1",0,0
"AC037459.2",0.92,0.57
"AC037459.3",0,0
"AC037459.4",0.78,1.52
"AC037471.1",0,0
"AC037471.2",0,0
"AC037479.1",0.32,0
"AC037486.1",0,0
"AC037487.1",0.28,0.25
"AC037487.2",0,0.9
"AC037487.3",1.24,0.76
"AC037487.4",0,0
"AC039056.1",0,0
"AC039056.2",2.15,0.38
"AC040160.1",1.1,1.26
"AC040160.2",0.24,1.08
"AC040162.1",0.43,1.28
"AC040162.2",1.56,3.38
"AC040162.3",0.35,0.64
"AC040168.1",0.21,0.34
"AC040168.2",0,0
"AC040169.1",3.27,3.55
"AC040169.2",0.1,0.3
"AC040169.3",0.7,0.92
"AC040169.4",0,0
"AC040173.1",0.06,0.34
"AC040174.1",0,0.05
"AC040174.2",0,0
"AC040896.1",0.21,0
"AC040904.1",0,0.43
"AC040914.1",0,0
"AC040926.1",0,0
"AC040934.1",0.38,0.68
"AC040936.1",0,0
"AC040958.1",0,0
"AC040963.1",0.04,0
"AC040970.1",1.93,1.02
"AC040975.1",0,0
"AC040977.1",4.22,2.78
"AC040977.2",0,0
"AC040978.1",0,0.24
"AC041005.1",0.23,0.06
"AC041039.1",0,0
"AC041040.1",0.61,0.11
"AC044781.1",0.34,0
"AC044784.1",0,0
"AC044787.1",4.07,2.27
"AC044792.1",0,0
"AC044798.1",0,0
"AC044798.2",0,0
"AC044798.3",0,0
"AC044802.1",0.59,0.22
"AC044802.2",0,0.78
"AC044810.1",0.9,0.73
"AC044810.2",0.04,0.71
"AC044810.3",0,0
"AC044836.1",0,0
"AC044839.1",0,0.12
"AC044839.2",0,0
"AC044839.3",0,0.22
"AC044840.1",0.22,0.73
"AC044849.1",1.13,0.91
"AC044860.1",0.07,0.81
"AC044860.2",0.89,0.9
"AC044860.3",0,0.28
"AC044873.1",0,0
"AC044893.1",0.05,0
"AC044893.2",0,0
"AC044913.1",0,0
"AC044913.2",0.24,0
"AC046129.1",0.19,0
"AC046130.1",0,0.1
"AC046130.2",0.29,0.08
"AC046134.1",0,0
"AC046134.2",0.73,1.6
"AC046143.1",1.36,1.19
"AC046143.2",1.76,1.97
"AC046144.1",0,0
"AC046158.1",0,1.13
"AC046158.2",0,0.99
"AC046158.3",0.04,1.09
"AC046158.4",0.08,1.18
"AC046168.1",0.06,0.45
"AC046168.2",0.09,2.72
"AC046176.1",2.43,0.34
"AC046185.1",0,0
"AC046185.2",2.12,2.07
"AC046185.3",1.85,2.13
"AC046195.1",0,0
"AC046195.2",0,0
"AC048334.1",1.55,1.56
"AC048337.1",0,0.19
"AC048338.1",0,0
"AC048338.2",0,0
"AC048341.1",1.05,1.43
"AC048341.2",2.72,2.44
"AC048344.1",0.25,2.09
"AC048344.2",0,0.61
"AC048344.3",0,1.8
"AC048344.4",2.42,2.27
"AC048346.1",0,0
"AC048347.1",0,0
"AC048351.1",0.73,0.32
"AC048352.1",0,0.03
"AC048380.1",0.41,0.42
"AC048380.2",0.26,1.04
"AC048380.3",0,0.91
"AC048382.1",0.1,0.54
"AC048382.2",0.55,0.56
"AC048382.3",0,0
"AC048382.4",0,0
"AC048382.5",0.27,0.44
"AC048382.6",0,0
"AC048383.1",0,0
"AC048387.1",0,0.21
"AC051618.1",0,0
"AC051619.1",0,0
"AC051619.10",0,0.21
"AC051619.2",0,0.17
"AC051619.3",0.61,0.62
"AC051619.4",1.19,0.47
"AC051619.5",0,0
"AC051619.6",0,0.32
"AC051619.7",0,0
"AC051619.8",0,0
"AC051619.9",0,0.18
"AC051635.1",1.1,0
"AC051649.1",0,0
"AC051649.2",0,0
"AC051649.3",0,0
"AC053481.1",0,0.33
"AC053481.2",0,0
"AC053481.3",0.13,0
"AC053481.4",0,0
"AC053503.1",0.56,0.31
"AC053503.2",0,0
"AC053503.3",0.42,0
"AC053503.4",0.16,0
"AC053503.5",0.22,0.17
"AC053503.6",0,0
"AC053513.1",0.09,0.4
"AC053513.2",0.27,1.43
"AC053527.1",0.69,2.85
"AC053527.2",1.16,1.09
"AC053545.1",0.53,0.05
"AC055714.1",0,0
"AC055716.1",0,0
"AC055716.2",0.09,0
"AC055716.3",0,0
"AC055717.1",0,0
"AC055717.2",0,0
"AC055717.3",0.17,0
"AC055720.1",0.27,0.1
"AC055720.2",0,0
"AC055720.3",0.4,0
"AC055731.1",0,0
"AC055733.1",0.18,0.75
"AC055733.2",0,0.94
"AC055733.3",0,0.2
"AC055733.4",0.15,0.71
"AC055736.1",0,0
"AC055753.1",0,0
"AC055758.1",0,0
"AC055758.2",0.1,0
"AC055764.1",0.22,0.73
"AC055764.2",0.65,0.43
"AC055788.1",0,0
"AC055788.2",0,0
"AC055807.1",0.59,0.87
"AC055811.1",0.25,1.4
"AC055811.2",0.29,0.19
"AC055811.3",0,0.84
"AC055811.4",1.34,2.02
"AC055822.1",0,0
"AC055839.1",0.21,0.55
"AC055839.2",6.1,4.26
"AC055840.1",0.06,0.13
"AC055854.1",0.36,0.05
"AC055855.1",0.69,1.44
"AC055855.2",0.18,1.46
"AC055860.1",0,0
"AC055866.1",0,0
"AC055872.1",0,0
"AC055872.2",0,0.14
"AC055874.1",0.47,0.09
"AC055876.1",0,0.11
"AC055876.2",0.19,0.89
"AC055876.3",0,0
"AC055876.4",0.28,0.28
"AC055876.5",0,0
"AC055876.6",0,0
"AC055878.1",0,0
"AC058791.1",0,1.65
"AC058822.1",0,0
"AC058823.1",0,0
"AC060234.1",0,0.58
"AC060234.2",0.06,0.11
"AC060234.3",0,0.19
"AC060764.1",1.23,0.42
"AC060765.1",0,0
"AC060765.2",0.02,0.27
"AC060766.1",2.26,2.28
"AC060766.2",0,0
"AC060766.3",0.9,0
"AC060766.4",2.62,3.48
"AC060766.5",0.23,0.44
"AC060766.6",0,1.37
"AC060766.7",1.18,1.34
"AC060771.1",0,0
"AC060773.1",0,2.17
"AC060780.1",1.47,1.83
"AC060780.2",0.83,1.36
"AC060788.1",0,0
"AC060809.1",0,1.68
"AC060814.1",0,0
"AC060814.2",0,0
"AC060814.3",0,0
"AC060814.4",0,0
"AC060834.1",0,0.05
"AC060834.2",0.07,0
"AC061708.1",0.59,0.23
"AC061709.1",0,0
"AC061709.2",0,0
"AC061709.3",0,1.74
"AC061958.1",0,0.16
"AC061961.1",0.09,0.02
"AC061965.1",0,0
"AC061965.2",0.21,0.56
"AC061975.1",0,0.33
"AC061975.2",0,0
"AC061975.3",0,0
"AC061975.4",0,0
"AC061975.5",0,0.52
"AC061975.6",0,3.69
"AC061975.7",0,0.62
"AC061975.8",0.2,1.26
"AC061979.1",0,0.23
"AC061992.1",0.67,0
"AC061992.2",2.62,2.5
"AC061997.1",0,0
"AC061999.1",1.84,2.65
"AC062004.1",0.61,0
"AC062015.1",0.18,1.02
"AC062016.1",0,0
"AC062016.2",0,0
"AC062020.1",0,0
"AC062021.1",0,0
"AC062022.1",0,0
"AC062022.2",0.02,0
"AC062028.1",0.22,0.16
"AC062029.1",1.3,2.51
"AC062032.1",0.52,0
"AC062037.1",0,0
"AC062037.2",1.03,0
"AC062037.3",0.25,1.06
"AC062039.1",0,0
"AC063919.1",0.12,0.53
"AC063919.2",0,0.36
"AC063923.1",0,0
"AC063923.2",0.11,0
"AC063924.1",0,0
"AC063926.1",0,0
"AC063926.2",0,0.08
"AC063926.3",0.04,0.06
"AC063938.1",0,0
"AC063943.1",0.72,0.52
"AC063943.2",0,0
"AC063944.1",0.45,0.32
"AC063944.2",1.78,1.3
"AC063947.1",0,0
"AC063948.1",2.55,1.7
"AC063949.1",0,0
"AC063949.2",0,0
"AC063950.1",0.16,0.68
"AC063952.1",0.22,0.47
"AC063952.2",0.32,0.4
"AC063952.3",0,0
"AC063952.4",0,0.25
"AC063955.1",0,0.42
"AC063960.1",0,1.72
"AC063960.2",0.29,0.56
"AC063961.1",0,5.41
"AC063962.1",0,0.53
"AC063965.1",0,1
"AC063965.2",0.39,1.26
"AC063976.1",0,0
"AC063976.2",0.36,0.26
"AC063976.3",0,0
"AC063976.4",0,0
"AC063977.1",0,0
"AC063977.2",0.63,0.64
"AC063977.3",0,0
"AC063977.4",0,0
"AC063977.5",0.12,0.12
"AC063977.6",0,0.55
"AC063979.1",0.09,0.09
"AC063980.1",0,0
"AC064799.1",4.88,3.92
"AC064799.2",0,0.86
"AC064801.1",1.43,0.97
"AC064801.2",0,0.5
"AC064802.1",0,0
"AC064805.1",0.57,0.28
"AC064805.2",0,0
"AC064807.1",2.83,3.62
"AC064807.2",0,1.26
"AC064807.3",0,0.22
"AC064807.4",1.78,2.27
"AC064834.1",0,0
"AC064836.1",0,0.42
"AC064836.2",2.74,3.05
"AC064836.3",1.79,0.76
"AC064843.1",0,0.18
"AC064847.1",0.2,0.55
"AC064852.1",0,0.13
"AC064853.1",0,0
"AC064856.1",0,1.32
"AC064859.1",0,0
"AC064862.1",0,0
"AC064862.2",0,0
"AC064862.3",0,0
"AC064862.4",0,0
"AC064862.5",0,0
"AC064862.6",0,0
"AC064862.7",0,0
"AC064869.1",0,0
"AC064871.1",0,0
"AC064871.2",0,0
"AC064872.1",0,0
"AC064874.1",0,1.28
"AC064875.1",0.85,0.23
"AC066580.1",0,0.05
"AC066585.1",0,0.06
"AC066595.1",0.25,0
"AC066595.2",0,0
"AC066612.1",0.14,0.17
"AC066612.2",0,0
"AC066613.1",0.53,0.28
"AC066613.2",0.35,0
"AC066614.1",0,0
"AC066615.1",0,0
"AC066616.1",0,0
"AC066616.2",0,0.21
"AC067747.1",0,0
"AC067750.1",0.66,1.48
"AC067751.1",0.24,0.09
"AC067752.1",0.13,0.11
"AC067773.1",0,0
"AC067805.1",0,0
"AC067817.1",0,1.21
"AC067817.2",1.67,2.44
"AC067838.1",2.19,2.48
"AC067852.1",0,0
"AC067852.2",1.99,1.51
"AC067852.3",0.88,0.96
"AC067852.4",0,0.52
"AC067852.5",3.06,1.52
"AC067863.1",0,0.11
"AC067863.2",0.7,0
"AC067904.1",0,0
"AC067904.2",0.5,0.24
"AC067904.3",0,0.38
"AC067930.1",0,0
"AC067930.2",1.81,0.53
"AC067930.3",1.34,0.39
"AC067930.4",0.41,0.73
"AC067930.5",0.19,0.32
"AC067930.9",1.13,1.12
"AC067931.1",2.32,1.03
"AC067931.2",0,0.74
"AC067942.1",1.25,1.2
"AC067942.2",0,0
"AC067942.3",0.28,0
"AC067942.4",0.11,0.22
"AC067945.1",0,0
"AC067945.2",0.53,0
"AC067945.3",0,0
"AC067956.1",0.07,0.05
"AC067959.1",0,0
"AC067960.1",0.13,0
"AC067968.1",0,0
"AC067968.2",0.19,0
"AC067969.1",0.19,0.19
"AC067969.2",0,0
"AC068014.1",0,0
"AC068020.1",0,0.16
"AC068025.1",0.59,0.69
"AC068025.2",0,1.51
"AC068044.1",0,0
"AC068050.1",0,0
"AC068051.1",0.24,0
"AC068057.1",0.13,0
"AC068057.2",0.12,0
"AC068057.3",0.07,0
"AC068058.1",0,0
"AC068075.1",0,0
"AC068075.2",0.71,0.18
"AC068112.1",0,0
"AC068134.1",0,0
"AC068134.2",0,0
"AC068134.3",0,0
"AC068135.1",0,0
"AC068135.2",0,0
"AC068137.1",0,0
"AC068138.1",0,0
"AC068189.1",0,0.37
"AC068189.2",0.07,0.38
"AC068193.1",0.1,0.89
"AC068196.1",0,0
"AC068205.1",0.09,0
"AC068205.2",0.74,0.8
"AC068205.3",0,0
"AC068205.4",0,0
"AC068213.1",0,0
"AC068228.1",0,0
"AC068228.2",0,0
"AC068228.3",1.09,0.19
"AC068234.1",0,0
"AC068234.2",0.37,0.2
"AC068254.1",0.21,0
"AC068254.2",0,0.03
"AC068276.1",0,0.5
"AC068279.1",0,0
"AC068279.2",0.08,0.73
"AC068282.1",0.05,1.08
"AC068282.2",0.62,0.12
"AC068286.1",0.41,0
"AC068286.2",0.24,0.05
"AC068295.1",0,0
"AC068298.1",0,0
"AC068299.1",0.79,2.44
"AC068299.2",0,0.18
"AC068305.1",0,0
"AC068305.2",0.5,0.36
"AC068308.1",0.07,0
"AC068338.1",0,0
"AC068338.2",1.41,1.78
"AC068338.3",1.83,1.61
"AC068385.1",0,0
"AC068389.1",0.02,0.17
"AC068389.2",0,0.53
"AC068389.3",0,0.93
"AC068397.1",0,1.54
"AC068397.2",0,0
"AC068408.1",0,0.36
"AC068408.2",0,0.27
"AC068413.1",0,0
"AC068418.1",0,0
"AC068418.2",0.09,0.14
"AC068418.3",0.03,0.13
"AC068442.1",0.12,0
"AC068446.1",0.26,0.07
"AC068446.2",0,0
"AC068448.1",0.03,0.03
"AC068472.1",0,0.12
"AC068473.1",0.1,0.19
"AC068473.2",0,0.22
"AC068473.3",0.22,1.16
"AC068473.4",0.48,0.61
"AC068473.5",3.26,3.15
"AC068481.1",0.71,0.46
"AC068483.1",0,0
"AC068489.1",0.15,0.08
"AC068491.1",0.17,1.01
"AC068491.2",0.46,1.55
"AC068492.1",0,0.22
"AC068506.1",0.91,0.07
"AC068522.1",1.08,1.6
"AC068531.1",0,0.68
"AC068531.2",0,0
"AC068533.1",0.63,0
"AC068533.2",1.32,0.33
"AC068533.3",1.33,1.11
"AC068533.4",0,0
"AC068535.1",0.4,0
"AC068535.2",0,0
"AC068544.1",0,0
"AC068544.2",0,0
"AC068547.1",0,0
"AC068580.1",0,0
"AC068580.2",0,0
"AC068580.3",0.46,0.62
"AC068580.4",0.55,0.51
"AC068580.5",0.45,0
"AC068587.1",0,0
"AC068587.2",3.07,1.97
"AC068587.3",0,0
"AC068587.4",0.28,0.23
"AC068587.5",0,0
"AC068587.6",0,0
"AC068587.7",0,0
"AC068587.8",0,0
"AC068594.1",0,0
"AC068616.1",0,0
"AC068616.2",0,0
"AC068616.3",0,0
"AC068620.1",1.6,1.47
"AC068620.2",1.07,0.5
"AC068620.3",0.05,0.31
"AC068630.1",0,0
"AC068631.1",0,0.03
"AC068631.2",0,0
"AC068631.3",2.24,1.91
"AC068633.1",0,0.1
"AC068633.2",0,0
"AC068643.1",0.07,0
"AC068643.2",0,0
"AC068647.1",0,0.05
"AC068647.2",0,0.67
"AC068657.1",0.32,1.01
"AC068658.1",0,0.26
"AC068669.1",0.19,0.32
"AC068672.1",0,0
"AC068672.2",0,0
"AC068672.3",0,0
"AC068688.1",0.16,0
"AC068700.1",0.76,0.17
"AC068700.2",0.14,0.02
"AC068707.1",0,0
"AC068714.1",0,0
"AC068721.1",0,0
"AC068722.1",0.05,0
"AC068722.2",0.19,0.36
"AC068724.1",0,0
"AC068724.2",0,0
"AC068724.3",0,0.22
"AC068724.4",0,0
"AC068725.1",0,0
"AC068726.1",0,0.3
"AC068733.1",0,0
"AC068733.2",0,0.08
"AC068733.3",0.09,1
"AC068756.1",0,0
"AC068759.1",0,0
"AC068768.1",0.74,0.54
"AC068769.1",0,0.53
"AC068774.1",0.2,0.54
"AC068775.1",0,0
"AC068787.1",0.15,0.64
"AC068787.2",0,0.08
"AC068787.3",0,0.41
"AC068787.4",0,0.23
"AC068787.5",0,0
"AC068789.1",0,0
"AC068790.1",0,0.73
"AC068790.2",0.5,1.69
"AC068790.3",0.19,2.13
"AC068790.4",0,2.59
"AC068790.5",0,2.64
"AC068790.6",0,1.89
"AC068790.7",0.2,1.75
"AC068790.8",0,0
"AC068790.9",0.31,0.55
"AC068792.1",1.19,2.4
"AC068802.1",0,0
"AC068831.1",0,0
"AC068831.2",0,0
"AC068831.3",0,0
"AC068831.4",0.28,0.51
"AC068831.5",0.61,0.62
"AC068831.6",0.64,0.84
"AC068858.1",0,0
"AC068860.1",0.09,0.48
"AC068867.1",0,0.6
"AC068870.1",0.17,0.09
"AC068870.2",4.11,2.76
"AC068870.3",0,0.63
"AC068870.4",0,0
"AC068875.1",0,0
"AC068880.1",0,0.14
"AC068880.2",0,0
"AC068880.3",0,0
"AC068880.4",0.21,0
"AC068880.5",0.34,0.34
"AC068888.1",1.07,2.44
"AC068888.2",0,0.66
"AC068896.1",0.03,0.27
"AC068898.1",0,0
"AC068898.2",0,0
"AC068931.1",0.06,0
"AC068944.1",0,0
"AC068944.2",0,0
"AC068946.1",0,0.26
"AC068946.2",0,0.02
"AC068946.3",0,0
"AC068985.1",0.28,0.29
"AC068987.1",0,0
"AC068987.2",0.28,0.75
"AC068987.3",0,0
"AC068989.1",0.16,0.16
"AC068993.1",0.47,0
"AC068993.2",0,0
"AC069023.1",0,0.43
"AC069029.1",0.37,0
"AC069061.1",0,0
"AC069061.2",0,0
"AC069079.1",0,0.66
"AC069113.1",0,0
"AC069113.2",0,0
"AC069113.3",0,0
"AC069114.1",0,0
"AC069114.2",0,0
"AC069120.1",0.43,0.94
"AC069133.1",0,0
"AC069148.1",1.92,1.44
"AC069152.1",0,0
"AC069155.1",0.18,0.18
"AC069157.1",0,0
"AC069157.2",0,0
"AC069185.1",0.43,0.36
"AC069200.1",1.41,0.31
"AC069209.1",0,0
"AC069209.2",0.17,0.03
"AC069213.1",0.37,0.2
"AC069213.2",0,0
"AC069213.3",1.77,1.4
"AC069214.1",0,0
"AC069218.1",3.4,1.74
"AC069222.1",0.24,0.3
"AC069223.1",0,0
"AC069224.1",1.05,1.32
"AC069228.1",0,0.01
"AC069234.1",0,0.18
"AC069234.2",0,0
"AC069234.3",0,0
"AC069234.4",1.08,1.62
"AC069234.5",0.45,1.32
"AC069236.1",1.16,0.46
"AC069240.1",0,0
"AC069243.1",0,0.2
"AC069257.1",0.44,0.63
"AC069257.2",0.99,1.81
"AC069257.3",0,0
"AC069262.1",0,0
"AC069271.1",2.56,0
"AC069272.1",0,0
"AC069277.1",0.05,1.15
"AC069277.2",0,0.24
"AC069280.1",0,0
"AC069280.2",0,0
"AC069281.1",0.21,0.39
"AC069281.2",0.43,0.46
"AC069282.1",3.34,3.21
"AC069285.1",0,0
"AC069285.2",0,0.25
"AC069285.3",0,0
"AC069287.1",0,0
"AC069287.2",0,0
"AC069287.3",0.18,0
"AC069288.1",0,0
"AC069294.1",0.29,0.29
"AC069304.1",0,0
"AC069304.2",0,0
"AC069304.3",0.1,0
"AC069306.1",0,0
"AC069307.1",1.44,0.43
"AC069335.1",0,0.41
"AC069360.1",1.09,0.19
"AC069366.1",0,0.72
"AC069366.2",0,0.93
"AC069368.1",0,0
"AC069368.2",0.17,1.01
"AC069404.1",0,0
"AC069410.1",0,0
"AC069421.1",0,0
"AC069421.2",0,0
"AC069421.3",0,0
"AC069431.1",0.06,0.06
"AC069431.2",0,0.19
"AC069437.1",0,1.5
"AC069439.1",0.54,0
"AC069439.2",0,0
"AC069444.1",0,0
"AC069444.2",0,0
"AC069454.1",0.41,0
"AC069499.1",1.14,1.65
"AC069499.2",0,0.27
"AC069503.1",0,0.09
"AC069503.2",0.17,0.12
"AC069503.3",0,0
"AC069503.5",0.1,0.1
"AC069504.1",0,0
"AC069528.1",0,0.12
"AC069528.2",0.82,0.77
"AC069540.1",0,0
"AC069540.2",0.05,0.05
"AC069542.1",0,0
"AC069542.2",0,0
"AC069544.1",2.13,2.52
"AC069544.2",3.69,3.55
"AC069545.1",0,0
"AC069547.1",1.53,1.85
"AC069547.2",0.43,0.56
"AC069549.1",0.94,2.72
"AC069549.2",0.09,0.87
"AC072022.1",0.62,0.41
"AC072022.2",1.56,1.57
"AC072026.1",0,0
"AC072026.2",0,0.02
"AC072026.3",0,0
